individual,pop,C_origin,chrom,pos,paint,paint_length,end_pos,haplotype,Ancestry Counts,Mean Fragment,Ancestry Percentage,Fragment Percentage,population,"Population, Donor","Population, Recipient",Ancestry Fragment Ratio
PD_0738,cyno_central,anubis_ethiopia,chr8,1363376775382,1873972,83718836,1363460473601,29406,20617,4060.670126594558,0.029826654706197095,0.14686565037754665,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Central Tanzania","Anubis, Ethiopia",0.20308802384711397
PD_0738,cyno_central,anubis_ethiopia,chrX,605907543021,721465,51953579,605959488594,11299,8006,6489.3303772170875,0.01839826151345154,0.1267072881221809,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Central Tanzania","Anubis, Ethiopia",0.1452028670656302
PD_0744,cyno_central,anubis_ethiopia,chr8,1387442914403,1925538,85377451,1387528270837,29906,21017,4062.3043726507112,0.030417572345036687,0.14910326626748774,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Central Tanzania","Anubis, Ethiopia",0.20400339379868634
PD_0744,cyno_central,anubis_ethiopia,chrX,595805871789,698886,51830862,595857694811,11175,7840,6611.079336734694,0.018354803882589456,0.1245452668032852,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Central Tanzania","Anubis, Ethiopia",0.1473745598986127
PD_0721,cyno_western,anubis_ethiopia,chr8,431902533518,639772,54733585,431957260323,9519,6780,8072.800147492625,0.01950002912877681,0.0477273207233716,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.4085716280157297
PD_0721,cyno_western,anubis_ethiopia,chrX,151866048217,202278,37330367,151903376472,3039,2112,17675.363162878788,0.013219760172039765,0.03340662121763338,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.395722754657446
PD_0724,cyno_western,anubis_ethiopia,chr8,405513523079,615163,57993694,405571510208,9379,6565,8833.769078446307,0.02066151380885007,0.04679992586150358,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.44148603717865503
PD_0724,cyno_western,anubis_ethiopia,chrX,134209079306,181515,34438501,134243515901,2728,1906,18068.4685204617,0.01219566697280398,0.029925265339446085,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.4075374715801842
PD_0726,cyno_western,anubis_ethiopia,chr8,414310179005,598281,50569201,414360741829,9142,6377,7929.935863258585,0.018016376828211954,0.04508816833293267,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.3995810318835392
PD_0726,cyno_western,anubis_ethiopia,chrX,152628151601,200749,36060523,152664209977,3126,2147,16795.77224033535,0.012770071768603933,0.033438721634712724,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.38189473593234874
PD_0730,cyno_western,anubis_ethiopia,chr8,425788565989,611956,56220717,425844780303,8957,6403,8780.37123223489,0.020029852222190777,0.045780186466853515,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.43752229442518986
PD_0730,cyno_western,anubis_ethiopia,chrX,143296402897,194434,37759684,143334160507,2967,2074,18206.212150433945,0.013371793710252223,0.03315429375279749,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.40332011925676864
PD_0736,cyno_western,anubis_ethiopia,chr8,389574839947,576561,47471593,389622305371,8757,6169,7695.184470740801,0.016912786660867134,0.044207644790964985,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.3825760621457878
PD_0736,cyno_western,anubis_ethiopia,chrX,136063514194,177277,38886003,136102398283,2712,1914,20316.615987460817,0.013770655769583482,0.030602455871066768,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.4499853158060759
PD_0737,cyno_western,anubis_ethiopia,chr8,437524066695,623115,55513277,437579573268,9308,6704,8280.620077565633,0.019777811348075516,0.047826614255241734,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.41353149613570844
PD_0737,cyno_western,anubis_ethiopia,chrX,138964235019,190420,27374402,138991607406,2886,2015,13585.311166253101,0.009694065672941433,0.03159396657154505,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.3068328141383914
PD_0738,cyno_western,anubis_ethiopia,chr8,420568483356,623537,54497873,420622974609,9289,6620,8232.307099697886,0.019416051606273906,0.04715771477418436,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.41172587983213454
PD_0738,cyno_western,anubis_ethiopia,chrX,143094584368,188542,38728195,143133310565,2904,1998,19383.48098098098,0.013714771403023965,0.03162142913666218,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.4337176331832179
PD_0744,cyno_western,anubis_ethiopia,chr8,411357369023,598010,54304751,411411667377,9025,6397,8489.096607784899,0.019347247696838637,0.04538295638355232,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.4263108717141764
PD_0744,cyno_western,anubis_ethiopia,chrX,140634117221,185417,33163389,140667278660,2783,1950,17006.866153846153,0.011744113018553009,0.03097745794214364,"Gog Woreda, Gambella region, Ethiopia","Cynocephalus, Western Tanzania","Anubis, Ethiopia",0.3791180361050735
PD_0721,hamadryas,anubis_ethiopia,chr8,1863796786714,3475488,312376192,1864109134659,36866,28247,11058.738697914823,0.1112908069722891,0.19884271806387577,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5596926458053058
PD_0721,hamadryas,anubis_ethiopia,chrX,1188125251988,2101070,440501169,1188565736503,22121,16654,26450.172270925905,0.15599417518941502,0.2634251277265466,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5921765191335419
PD_0724,hamadryas,anubis_ethiopia,chr8,1943657368667,3586219,345161992,1944002501532,38335,29127,11850.241768805576,0.12297146072464701,0.20763769087098477,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5922405523236871
PD_0724,hamadryas,anubis_ethiopia,chrX,1245362793341,2164095,472966728,1245835743018,22725,17051,27738.35716380271,0.1674911664681562,0.2677102304842052,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.6256435032953965
PD_0726,hamadryas,anubis_ethiopia,chr8,1954443555820,3589344,322741624,1954766268220,38432,29224,11043.718313714755,0.11498371738428487,0.20662641231952714,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5564812169630764
PD_0726,hamadryas,anubis_ethiopia,chrX,1261678809432,2155492,465238783,1262144030935,23044,17280,26923.54068287037,0.16475447814353528,0.2691295341629417,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.6121753922547436
PD_0730,hamadryas,anubis_ethiopia,chr8,1902974939479,3420568,318716252,1903293627549,37120,28182,11309.213398623235,0.11354959112973453,0.2014957387176114,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5635334615630258
PD_0730,hamadryas,anubis_ethiopia,chrX,1226175119750,2185409,475328793,1226650431550,22580,16993,27972.035132113222,0.1683276418451802,0.2716446064326364,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.6196612701269401
PD_0736,hamadryas,anubis_ethiopia,chr8,1944789590290,3578976,334583958,1945124145037,38378,29211,11454.039848002465,0.11920280622987581,0.20932882347039686,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5694524253929769
PD_0736,hamadryas,anubis_ethiopia,chrX,1223539006634,2140660,459484712,1223998474417,22336,16929,27141.869691062675,0.16271679556107127,0.27067344589409054,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.6011553701678565
PD_0737,hamadryas,anubis_ethiopia,chr8,1875802269332,3459225,299561055,1876101802162,36958,28225,10613.323472099202,0.10672513591695323,0.20135832150271452,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.530025951351181
PD_0737,hamadryas,anubis_ethiopia,chrX,1228361965466,2187275,463783063,1228825731316,23665,17213,26943.767094637773,0.1642389656848005,0.2698893035215905,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.6085419597655962
PD_0738,hamadryas,anubis_ethiopia,chr8,1961937260467,3657626,353570758,1962290801471,39055,29754,11883.133629091886,0.12596726635179656,0.21195326969653797,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5943162213640251
PD_0738,hamadryas,anubis_ethiopia,chrX,1225002681596,2120868,466164519,1225468829315,22405,16800,27747.888035714284,0.16508230797447757,0.2658858906386009,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.6208765255575813
PD_0744,hamadryas,anubis_ethiopia,chr8,1977080418471,3668988,324051390,1977404440279,38587,29582,10954.34351970793,0.1154503499856736,0.2098669088226113,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.5501122146095805
PD_0744,hamadryas,anubis_ethiopia,chrX,1245690332221,2227022,469390330,1246159705194,23193,17357,27043.28685832805,0.16622466073464004,0.27573114743681393,"Gog Woreda, Gambella region, Ethiopia","Hamadryas, Ethiopia","Anubis, Ethiopia",0.6028505023094346
PD_0721,kindae,anubis_ethiopia,chr8,724329359243,1563850,30893339,724360241748,15094,10834,2851.5173527782904,0.011006423394067403,0.0762651611677003,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.1443178408797335
PD_0721,kindae,anubis_ethiopia,chrX,292108625231,577167,14719591,292123340933,5366,3889,3784.9295448701464,0.005212631926455879,0.06151437022508344,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.08473844253599051
PD_0724,kindae,anubis_ethiopia,chr8,694829274669,1510314,33361339,694862625445,14668,10563,3158.320458203162,0.0118857020287452,0.07530047477152511,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.15784365324134425
PD_0724,kindae,anubis_ethiopia,chrX,268589306862,534185,11147027,268600450324,4913,3565,3126.7957924263674,0.003947483922974877,0.0559724926207373,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.07052542665416994
PD_0726,kindae,anubis_ethiopia,chr8,740131666611,1603398,34792707,740166448350,15277,10968,3172.20158643326,0.012395657985293617,0.07754853854094489,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.15984386319219707
PD_0726,kindae,anubis_ethiopia,chrX,277625695835,566833,12302166,277637994208,5296,3793,3243.3867650935936,0.0043565519759455286,0.059074555733798495,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.07374667353533734
PD_0730,kindae,anubis_ethiopia,chr8,739200082444,1563821,34153691,739234225453,14959,10682,3197.3123946826436,0.012167994648171546,0.0763741920722988,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.1593207642269112
PD_0730,kindae,anubis_ethiopia,chrX,266465548672,535383,13151689,266478696730,5037,3631,3622.0570090884053,0.004657392584360435,0.05804399258264595,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.08023901143135538
PD_0736,kindae,anubis_ethiopia,chr8,697660209061,1542097,32311313,697692509978,14555,10396,3108.0524240092345,0.011511607447036857,0.07449873160104911,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.15452085155869616
PD_0736,kindae,anubis_ethiopia,chrX,268768485388,550778,13965387,268782447178,5031,3597,3882.5095913261052,0.004945546526497366,0.05751151189562548,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.08599228856081492
PD_0737,kindae,anubis_ethiopia,chr8,714445007449,1545119,30567645,714475564439,14834,10655,2868.854528390427,0.01089038782857196,0.07601321224486884,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.14326966992908657
PD_0737,kindae,anubis_ethiopia,chrX,273111931822,549201,11933158,273123861245,5333,3735,3194.9552878179384,0.004225875594929396,0.058562513719464394,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.07216007863277296
PD_0738,kindae,anubis_ethiopia,chr8,671070754236,1465274,28873797,671099617910,14261,10123,2852.296453620468,0.010286917667797359,0.07211141188203447,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.1426531168828799
PD_0738,kindae,anubis_ethiopia,chrX,268159191798,557872,12494101,268171682263,5081,3636,3436.221397139714,0.004424521697984973,0.05754530347392577,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.07688762472144678
PD_0744,kindae,anubis_ethiopia,chr8,707681412487,1522033,31890501,707713292543,14645,10445,3053.1834370512206,0.011361684026933118,0.0741011379437555,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.15332671457160216
PD_0744,kindae,anubis_ethiopia,chrX,262141947782,540717,12389311,262154333534,4973,3559,3481.1213824107895,0.004387412535130291,0.05653783221337908,"Gog Woreda, Gambella region, Ethiopia","Kindae, Zambia","Anubis, Ethiopia",0.07760135759312074
PD_0721,papio,anubis_ethiopia,chr8,802643426047,949122,67016558,802710430380,16672,12225,5481.927034764826,0.023876105194102683,0.08605700528661031,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.27744522499457214
PD_0721,papio,anubis_ethiopia,chrX,329486850696,364663,41859854,329528705855,6545,4695,8915.83684771033,0.014823782223105372,0.07426329858749466,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.19961114716228856
PD_0724,papio,anubis_ethiopia,chr8,742326797249,878061,57967312,742384753254,15528,11307,5126.6748032192445,0.020652114648015356,0.08060422874577625,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.2562162676743874
PD_0724,papio,anubis_ethiopia,chrX,347804846915,381584,43332171,347848174178,6779,4908,8828.885696821515,0.01534517215846864,0.07705834327702066,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.19913706298231146
PD_0726,papio,anubis_ethiopia,chr8,747704407802,899445,56644777,747761040992,15850,11587,4888.64908949685,0.020180932812880185,0.08192513822701755,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.24633382682807423
PD_0726,papio,anubis_ethiopia,chrX,346578740564,367933,45615590,346624351424,6570,4730,9643.887949260043,0.01615379671745781,0.07366798012677746,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.21927839869721216
PD_0730,papio,anubis_ethiopia,chr8,749459858940,898211,61395739,749521243096,15882,11583,5300.504100837434,0.021873566273482335,0.08281616427386604,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.2641219436479611
PD_0730,papio,anubis_ethiopia,chrX,329243202926,357215,40268319,329283466654,6401,4591,8771.143323894576,0.014260173753748313,0.0733902423428608,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.19430612706152894
PD_0736,papio,anubis_ethiopia,chr8,737648002557,879548,62618374,737710609593,15531,11338,5522.876521432351,0.02230915656258658,0.08124919381422613,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.2745769590476898
PD_0736,papio,anubis_ethiopia,chrX,338227415833,364500,40455055,338267866200,6501,4688,8629.491254266211,0.014326302359863704,0.07495523151701203,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.1911314536679427
PD_0737,papio,anubis_ethiopia,chr8,735255121576,869027,60535277,735315645641,15321,11212,5399.150642169105,0.02156700798638666,0.07998687336362922,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.2696318418191025
PD_0737,papio,anubis_ethiopia,chrX,347003350623,374617,48804543,347052150348,6823,4818,10129.62702366127,0.01728309699623371,0.07554329078992757,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.22878401000950468
PD_0738,papio,anubis_ethiopia,chr8,735062170657,876094,59223049,735121382426,15534,11280,5250.27030141844,0.021099498243993636,0.08035332668471293,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.2625840038556584
PD_0738,papio,anubis_ethiopia,chrX,351578884881,382584,43599272,351622479227,6783,4926,8850.846934632562,0.015439760330122886,0.07796154150510406,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.19804329201356363
PD_0744,papio,anubis_ethiopia,chr8,723342354248,874782,57089822,723399432801,15347,11269,5066.094773271808,0.020339489765866484,0.07994693379494311,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.25441238081794976
PD_0744,papio,anubis_ethiopia,chrX,321893186731,350975,37558078,321930740297,6277,4512,8324.042109929078,0.013300399208043224,0.07167707191536005,"Gog Woreda, Gambella region, Ethiopia","Papio, Senegal","Anubis, Ethiopia",0.18556002432338498
PD_0721,ursinus,anubis_ethiopia,chr8,239003865365,478692,10177658,239014039542,4854,3481,2923.774202815283,0.003626011843783453,0.02450424829469861,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.14797482461716344
PD_0721,ursinus,anubis_ethiopia,chrX,95858227874,184924,4577672,95862804202,1864,1344,3406.0059523809523,0.001621085750007805,0.02125875895667579,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.07625495699497278
PD_0724,ursinus,anubis_ethiopia,chr8,239127619138,512299,11700518,239139315933,5212,3723,3142.7660488853076,0.004168563813639786,0.026540155975990534,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.15706628918876225
PD_0724,ursinus,anubis_ethiopia,chrX,95138259066,180431,4226190,95142483944,1835,1312,3221.181402439024,0.0014966158313276892,0.020599133329146518,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.0726543106165573
PD_0726,ursinus,anubis_ethiopia,chr8,246376140756,495126,11514708,246387651868,5068,3596,3202.0878754171304,0.0041023649631092025,0.025425286706166835,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.16134980149955142
PD_0726,ursinus,anubis_ethiopia,chrX,89335943912,176522,2710597,89338653226,1771,1283,2112.7022603273576,0.0009599006155779415,0.01998224492656564,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.0480376764025042
PD_0730,ursinus,anubis_ethiopia,chr8,245462697602,511320,10949247,245473643132,5186,3717,2945.721549636804,0.003900907193237427,0.026575816507464396,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.14678409568871656
PD_0730,ursinus,anubis_ethiopia,chrX,91174471164,173390,3429494,91177899398,1745,1260,2721.820634920635,0.001214482788006058,0.02014195281028199,"Gog Woreda, Gambella region, Ethiopia","Ursinus, Zambia","Anubis, Ethiopia",0.06029617879881505
