individual,pop,C_origin,chrom,pos,paint,paint_length,end_pos,haplotype,Ancestry Counts,Mean Fragment,Ancestry Percentage,Fragment Percentage,population,"Population, Donor","Population, Recipient",Ancestry Fragment Ratio
PD_0219,kindae,anubis_tanzania,chrX,590231716881,1107839,49829065,590281538246,10464,7700,6471.307142857144,0.01764590980037728,0.08630351939027124,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.2044633860246313
PD_0219,papio,anubis_tanzania,chr8,1486697570467,1731327,141182856,1486838731018,30347,22305,6329.650571620713,0.05029946064164995,0.0983613063686796,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.5113744672434161
PD_0219,papio,anubis_tanzania,chrX,684899916603,725282,88239950,684988147208,12882,9345,9442.477260567148,0.0312483125759996,0.10474108944182918,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.2983386247223846
PD_0219,ursinus,anubis_tanzania,chr8,629222982571,1231975,43763881,629266737493,12088,8959,4884.9069092532645,0.015591833684717015,0.039507686337458,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.3946531708168924
PD_0219,ursinus,anubis_tanzania,chrX,184439212135,348756,11555318,184450764919,3472,2534,4560.109707971586,0.004092071547854168,0.028401703653889263,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.14407838338577308
PD_0221,anubis_ethiopia,anubis_tanzania,chr8,4428754759010,10500860,1514422000,4430269114716,90725,66294,22844.02811717501,0.5395457489813692,0.28772438456998023,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.875217318781478
PD_0221,anubis_ethiopia,anubis_tanzania,chrX,2144511088297,4495613,1773948481,2146285008399,39452,28379,62509.19627189119,0.6282063467625228,0.31658151313000604,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.9843431176745503
PD_0221,cyno_central,anubis_tanzania,chr8,3165480274659,4118095,323011321,3165803238680,65782,47300,6828.99198731501,0.1150798028016012,0.2052880108329572,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.5605773193215926
PD_0221,cyno_central,anubis_tanzania,chrX,1311373778530,1418528,248618427,1311622379734,24462,17223,14435.256749695174,0.08804295921574454,0.19213092077374444,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.4582446118572706
PD_0221,cyno_western,anubis_tanzania,chr8,1937414712992,2948412,373424376,1937788106704,41620,30664,12177.940777458909,0.13304054922394185,0.13308565674802958,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.9996610639704536
PD_0221,cyno_western,anubis_tanzania,chrX,694849852359,998377,294707514,695144549550,13720,10323,28548.63063063063,0.1043644348842874,0.11515807322460456,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.906271110326193
PD_0221,hamadryas,anubis_tanzania,chr8,1908920719123,3498826,258918841,1909179609365,39903,28599,9053.422881918948,0.09224546394118223,0.124123294330058,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7431760850295434
PD_0221,hamadryas,anubis_tanzania,chrX,1064998438732,1741428,347724544,1065346149240,19983,14036,24773.763465374752,0.12313929508413053,0.15657838959416345,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7864386356463116
PD_0221,kindae,anubis_tanzania,chr8,1667466002798,3728280,143967862,1667609944898,35134,25762,5588.380638149211,0.05129167955301522,0.11181035380715948,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.4587381920057111
PD_0221,kindae,anubis_tanzania,chrX,547295388635,1088084,46335131,547341716300,10228,7466,6206.15202250201,0.016408606948869402,0.08328685214519979,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.19701317226232934
PD_0221,papio,anubis_tanzania,chr8,1496456933013,1768755,152084674,1496608994894,31063,22793,6672.4289913569955,0.05418347022290839,0.0989245165098434,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.5477253984609256
PD_0221,papio,anubis_tanzania,chrX,720505804782,738910,98189007,720603984271,13107,9518,10316.138579533515,0.034771560752958404,0.10617790767720488,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.327483951357081
PD_0221,ursinus,anubis_tanzania,chr8,595822472152,1238087,41017246,595863480402,12187,8996,4559.498221431748,0.01461328527598191,0.03904378320197215,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.37427943906941297
PD_0221,ursinus,anubis_tanzania,chrX,191356107137,370745,14307776,191370412216,3605,2697,5305.070819428996,0.005066796351486885,0.030086343455076863,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.16840851262142653
PD_0222,anubis_ethiopia,anubis_tanzania,chr8,4322374214683,10336875,1546436056,4323920585504,89073,65235,23705.61900820112,0.5509514521621547,0.2920817569231458,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.8862918997954536
PD_0222,anubis_ethiopia,anubis_tanzania,chrX,2091506895536,4451627,1779635138,2093286502607,40284,28067,63406.674671322195,0.6302201561022663,0.3156574744702866,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.9965317062738843
PD_0222,cyno_central,anubis_tanzania,chr8,2989734838182,3938516,317845143,2990052638065,63160,45260,7022.650088378259,0.1132392396175078,0.20264613042602253,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.5588028716829934
PD_0222,cyno_central,anubis_tanzania,chrX,1299436359699,1410041,210028653,1299646371534,24346,16818,12488.32518729932,0.07437720668314245,0.189144810832696,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.39322890411691597
PD_0222,cyno_western,anubis_tanzania,chr8,1899473387428,2907365,386430975,1899859787881,40597,30522,12660.73569884018,0.13767443277763775,0.13665853276321385,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",1.0074338571758572
PD_0222,cyno_western,anubis_tanzania,chrX,733762637769,917905,294900571,734057528869,13326,9471,31137.215816703618,0.10443280193890364,0.10651626253992533,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.9804399764755102
PD_0222,hamadryas,anubis_tanzania,chr8,1916719874964,3523718,254737791,1916974584188,40036,28567,8917.204851752022,0.09075587401593116,0.1279052586805167,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7095554549686052
PD_0222,hamadryas,anubis_tanzania,chrX,1061441492770,1809722,368384784,1061809863063,21062,14491,25421.626112759644,0.1304556822468065,0.16297404291691034,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.8004690803020529
PD_0222,kindae,anubis_tanzania,chr8,1562705152169,3432216,114347562,1562819476364,31801,23367,4893.54910771601,0.04073880396843387,0.10462289283395644,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.3893870917246485
PD_0222,kindae,anubis_tanzania,chrX,562532872931,1099194,47233700,562580099156,10782,7475,6318.889632107022,0.016726816161171804,0.08406810922668588,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.19896743622565244
PD_0222,papio,anubis_tanzania,chr8,1453763568403,1698420,149296401,1453912842930,29883,21874,6825.290344701472,0.05319008737179455,0.0979381674091652,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.5430986588668489
PD_0222,papio,anubis_tanzania,chrX,721927811771,761979,109087192,722036889142,14040,9821,11107.544241930556,0.038630922543066736,0.11045256196859958,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.3497512584094616
PD_0222,ursinus,anubis_tanzania,chr8,591034351957,1172697,37752392,591072095829,11436,8520,4431.031924882629,0.013450110086540113,0.038147260963979496,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.3525839010890025
PD_0222,ursinus,anubis_tanzania,chrX,199360953107,381648,14560842,199375511176,4012,2773,5250.934727731698,0.005156414324642557,0.031186738044896307,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.16533996974032372
PD_0506,anubis_ethiopia,anubis_tanzania,chr8,4408360622171,10615308,1584071711,4409944626900,91422,66982,23649.214878624112,0.5643599721555115,0.2955188190188785,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.909725999952168
PD_0506,anubis_ethiopia,anubis_tanzania,chrX,2092677966512,4388281,1747402081,2094425340900,38512,27693,63099.053226447126,0.6188055004908792,0.31277388750847074,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.978443614395784
PD_0506,cyno_central,anubis_tanzania,chr8,2900916501958,3900568,313832727,2901230289890,62881,44795,7005.976716151356,0.1118097292195178,0.1976316846010968,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.5657479945343606
PD_0506,cyno_central,anubis_tanzania,chrX,1277915928268,1374575,245767288,1278161678650,23847,16906,14537.281911747306,0.08703328862244045,0.19094194714253448,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.4558102078925161
PD_0506,cyno_western,anubis_tanzania,chr8,1862473792814,2924783,353003874,1862826766464,40296,30224,11679.588208046585,0.12576530160725008,0.133345686692344,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.943152378804847
PD_0506,cyno_western,anubis_tanzania,chrX,704435676319,1004946,303015767,704738681761,13563,10325,29347.774043583537,0.1073066270172667,0.11661395979218432,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.9201868044657427
PD_0506,hamadryas,anubis_tanzania,chr8,1942572214456,3553048,251509719,1942823695273,40168,28902,8702.156217562799,0.0896058032133373,0.12751313647373366,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7027182115608547
PD_0506,hamadryas,anubis_tanzania,chrX,1052193432187,1740227,354026905,1052547445114,19902,13978,25327.43632851624,0.12537114297723098,0.15787214818161285,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7941308484192324
PD_0506,kindae,anubis_tanzania,chr8,1568122633908,3484458,115615099,1568238225025,32682,23982,4820.911475273121,0.041190391570850235,0.10580651992640927,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.38929918117994095
PD_0506,kindae,anubis_tanzania,chrX,562169551434,1137374,72098730,562241642326,10625,7838,9198.613166624138,0.025532240797650037,0.08852496046984414,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.2884185506792465
PD_0506,papio,anubis_tanzania,chr8,1546605309812,1802959,152121458,1546757408058,31731,23212,6553.569619162502,0.0541965753222998,0.10240934619847436,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.5292151286393739
PD_0506,papio,anubis_tanzania,chrX,691869700063,710312,87477315,691957168215,12564,9163,9546.798537596855,0.030978241515653374,0.10348994804608087,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.2993357528970806
PD_0506,ursinus,anubis_tanzania,chr8,558564581903,1178004,36691732,558601265073,11522,8562,4285.4160242933895,0.013072226911233244,0.037774807089063306,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.3460567483617398
PD_0506,ursinus,anubis_tanzania,chrX,181862091204,362910,14042794,181876131361,3542,2637,5325.291619264315,0.004972958578879199,0.029783148859272645,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.1669722231983179
PD_0507,anubis_ethiopia,anubis_tanzania,chr8,4402945658077,10473378,1542036700,4404487628668,90428,66109,23325.669727268603,0.5493840859801686,0.2924335921084644,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.8786627145639296
PD_0507,anubis_ethiopia,anubis_tanzania,chrX,2117780720276,4435012,1763756315,2119544448596,39022,27995,63002.547419182,0.6245970066734308,0.3167320986117868,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.972004130339151
PD_0507,cyno_central,anubis_tanzania,chr8,3105274943323,4024509,322112273,3105597009150,64623,46446,6935.199435904061,0.11475949741345295,0.20545418353128525,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.5585649094167904
PD_0507,cyno_central,anubis_tanzania,chrX,1286352489465,1387607,245834080,1286598306775,23696,16770,14659.158020274299,0.08705694159701237,0.1897337843800559,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.4588373224171217
PD_0507,cyno_western,anubis_tanzania,chr8,1852642701261,2797262,361790444,1853004462439,39081,29266,12362.141871113236,0.12889570811985174,0.12945834162740805,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.9956539416426666
PD_0507,cyno_western,anubis_tanzania,chrX,669716209839,927924,281615355,669997815450,13048,9744,28901.41163793104,0.09972812359074422,0.11024245646984283,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.9046253755967888
PD_0507,hamadryas,anubis_tanzania,chr8,1931673022817,3551706,254524303,1931927518403,39958,28717,8863.192638506807,0.09067981427640114,0.12702983655143432,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7138465791828751
PD_0507,hamadryas,anubis_tanzania,chrX,1071289955263,1777227,357757139,1071647698144,20233,14258,25091.67758451396,0.12669212647748934,0.1613133153065496,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7853792245031457
PD_0507,kindae,anubis_tanzania,chr8,1670491686406,3571649,127112879,1670618774606,33663,24679,5150.649499574537,0.04528672556607944,0.10916771724946367,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.414836241950474
PD_0507,kindae,anubis_tanzania,chrX,550791519448,1102379,69684338,550861196240,10215,7546,9234.606148953088,0.02467723491996093,0.08537454603052486,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.2890467483263433
PD_0507,papio,anubis_tanzania,chr8,1515818729466,1745400,165687141,1515984394116,30865,22491,7366.819661197813,0.05902964470103229,0.09948908499767764,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.5933278479987046
PD_0507,papio,anubis_tanzania,chrX,728501133215,737336,93134249,728594257959,13133,9505,9798.448079957916,0.03298152508340018,0.10753843891069954,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.30669521910010433
PD_0507,ursinus,anubis_tanzania,chr8,571272762800,1149737,33582580,571306337023,11288,8357,4018.4970683259535,0.011964523943013738,0.036967243934266696,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.3236520408253441
PD_0507,ursinus,anubis_tanzania,chrX,180423713165,353355,12049404,180435760000,3465,2569,4690.309069676917,0.00426704165796218,0.02906536029054046,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.14680849008264038
PD_0509,anubis_ethiopia,anubis_tanzania,chr8,4454945591441,10558574,1543187267,4456488712033,92056,66675,23144.915890513686,0.5497940004780881,0.2890580630616961,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.9020192505778364
PD_0509,anubis_ethiopia,anubis_tanzania,chrX,2133435863605,4461554,1748328051,2135184163494,39252,28162,62081.104005397334,0.6191334131879739,0.3094589248824228,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",2.0006965816972646
PD_0509,cyno_central,anubis_tanzania,chr8,3159189860937,4119925,340534677,3159530348051,66638,47563,7159.655131089292,0.12132287919489655,0.20620125464422126,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.5883711978582601
PD_0509,cyno_central,anubis_tanzania,chrX,1327408840448,1463672,252786504,1327661609448,24657,17504,14441.642138939673,0.0895189955568444,0.1923431937057712,"Gombe, Tanzania","Cynocephalus, Central Tanzania","Anubis, Tanzania",0.4654128582983928
PD_0509,cyno_western,anubis_tanzania,chr8,1910426035132,2762444,333936920,1910759943069,39390,28983,11521.820377462649,0.11897228488091932,0.12565084127059822,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.9468482954658762
PD_0509,cyno_western,anubis_tanzania,chrX,792517410976,1101503,309209551,792826609249,15180,11278,27417.05541762724,0.10950002466153357,0.12392861852226275,"Gombe, Tanzania","Cynocephalus, Western Tanzania","Anubis, Tanzania",0.8835733502658449
PD_0509,hamadryas,anubis_tanzania,chr8,2011396272361,3690098,264974197,2011661216583,42190,29975,8839.83976647206,0.09440281611142858,0.12995148766815656,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.7264465979219499
PD_0509,hamadryas,anubis_tanzania,chrX,1031615108947,1708097,353883943,1031968979091,19708,13799,25645.622363939416,0.12532051600767252,0.15163069755175596,"Gombe, Tanzania","Hamadryas, Ethiopia","Anubis, Tanzania",0.8264851249193588
PD_0509,kindae,anubis_tanzania,chr8,1715236710814,3633809,127400039,1715364085837,34471,25016,5092.742204988806,0.045389032556652414,0.10845259100939464,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.41851496708566976
PD_0509,kindae,anubis_tanzania,chrX,574435851869,1169619,47722998,574483567019,10871,7848,6080.912079510705,0.016900090702315712,0.08623796756186541,"Gombe, Tanzania","Kindae, Zambia","Anubis, Tanzania",0.1959704197596253
PD_0509,papio,anubis_tanzania,chr8,1540922442734,1841095,160389860,1541082808874,32801,23720,6761.798482293423,0.05714237322405311,0.10283400458677812,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.5556758530767184
PD_0509,papio,anubis_tanzania,chrX,715242220936,748766,97674519,715339885797,13323,9658,10113.327707599918,0.03458936570592358,0.10612720319985934,"Gombe, Tanzania","Papio, Senegal","Anubis, Tanzania",0.32592365258872125
PD_0509,ursinus,anubis_tanzania,chr8,592471589750,1201019,36423360,592508004379,11874,8731,4171.72832436147,0.01297661355396187,0.037851757759155134,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.34282723768153783
PD_0509,ursinus,anubis_tanzania,chrX,190272341396,379349,14225314,190286563955,3704,2755,5163.45335753176,0.00503759417773631,0.030273394576062592,"Gombe, Tanzania","Ursinus, Zambia","Anubis, Tanzania",0.16640334684236482
PD_0649,anubis_ethiopia,anubis_tanzania,chr8,4479608608634,10662178,1498448525,4481106989862,91801,67297,22266.200945064415,0.5338548513764017,0.29182801760586285,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",1.8293474895114952
PD_0649,anubis_ethiopia,anubis_tanzania,chrX,2162980198906,4523931,1836629171,2164816799535,39826,28542,64348.29973372574,0.6504033878261152,0.3243003715444661,"Gombe, Tanzania","Anubis, Ethiopia","Anubis, Tanzania",2.0055585651308325
